P,um,Fluid,SAT,Q,Re,Nu,dd,H,dn,Pr,At,mio,k,rho
162000,10.8,Water,Pressure,0.002210487,0.176838959,4.361226667,0.00008,0.0497868,0.0002,7,0.000452389,0.001,0.6,1000
162000,10.8,Water,Pressure,0.002210487,0.176838959,4.193893333,0.00008,0.05475,0.0002,7,0.000452389,0.001,0.6,1000
162000,10.8,Water,Pressure,0.002210487,0.176838959,4.11952,0.00008,0.0580917,0.0002,7,0.000452389,0.001,0.6,1000
162000,10.8,Water,Pressure,0.002210487,0.176838959,3.98008,0.00008,0.0624469,0.0002,7,0.000452389,0.001,0.6,1000
162000,10.8,Water,Pressure,0.002210487,0.176838959,3.766266667,0.00008,0.0658929,0.0002,7,0.000452389,0.001,0.6,1000
162000,10.8,Water,Pressure,0.002210487,0.176838959,3.571053333,0.00008,0.0702493,0.0002,7,0.000452389,0.001,0.6,1000
162000,10.8,Water,Pressure,0.002210487,0.176838959,3.375826667,0.00008,0.0726827,0.0002,7,0.000452389,0.001,0.6,1000
162000,10.8,Water,Pressure,0.002210487,0.176838959,3.180613333,0.00008,0.0744076,0.0002,7,0.000452389,0.001,0.6,1000
162000,10.8,Water,Pressure,0.002210487,0.176838959,2.9668,0.00008,0.076639,0.0002,7,0.000452389,0.001,0.6,1000
162000,10.8,Water,Pressure,0.002210487,0.176838959,2.87384,0.00008,0.0779568,0.0002,7,0.000452389,0.001,0.6,1000
160000,9.302042786,Water,Pressure,0.029912728,5.245901074,9.083209623,0.000175374,0.023,0.0006,7,0.0004,0.001,0.6,1000
160000,9.302042786,Water,Pressure,0.02820296,4.946053001,8.722641618,0.000175374,0.023,0.0006,7,0.0004,0.001,0.6,1000
160000,9.302042786,Water,Pressure,0.026634386,4.670966735,8.385807499,0.000175374,0.023,0.0006,7,0.0004,0.001,0.6,1000
160000,9.302042786,Water,Pressure,0.026601074,4.66512459,8.378587954,0.000175374,0.023,0.0006,7,0.0004,0.001,0.6,1000
160000,9.302042786,Water,Pressure,0.026173623,4.590161038,8.285698434,0.000175374,0.023,0.0006,7,0.0004,0.001,0.6,1000
160000,9.302042786,Water,Pressure,0.024517944,4.299798662,7.921330669,0.000175374,0.023,0.0006,7,0.0004,0.001,0.6,1000
160000,9.302042786,Water,Pressure,0.023951845,4.200519871,7.79500326,0.000175374,0.023,0.0006,7,0.0004,0.001,0.6,1000
138000,8.587657256,FC-72,Pressure,0.003203143,5.885775,21.91321053,0.000065,0.005,0.0007,12,0.000049,0.00064,0.057,1680
136000,10.72007463,Water,Pressure,0.036054422,4.957482993,18.13295,0.00055,0.0033,0.0007,7,0.000049,0.001,0.6,1000
136000,10.72007463,Water,Pressure,0.018027211,2.478741497,14.02545833,0.00055,0.0033,0.0007,7,0.000049,0.001,0.6,1000
136000,10.72007463,Water,Pressure,0.009013605,1.239370748,9.4171,0.00055,0.0033,0.0007,7,0.000049,0.001,0.6,1000
136000,10.72007463,Water,Pressure,0.036054422,4.506802721,15.48266667,0.0005,0.005,0.0007,7,0.000049,0.001,0.6,1000
136000,10.72007463,Water,Pressure,0.018027211,2.253401361,11.74866667,0.0005,0.005,0.0007,7,0.000049,0.001,0.6,1000
136000,10.72007463,Water,Pressure,0.009013605,1.12670068,6.375225,0.0005,0.005,0.0007,7,0.000049,0.001,0.6,1000
136000,10.72007463,Water,Pressure,0.036054422,4.146258503,13.07105333,0.00046,0.007,0.0007,7,0.000049,0.001,0.6,1000
136000,10.72007463,Water,Pressure,0.018027211,2.073129252,9.468103333,0.00046,0.007,0.0007,7,0.000049,0.001,0.6,1000
136000,10.72007463,Water,Pressure,0.009013605,1.036564626,4.189434667,0.00046,0.007,0.0007,7,0.000049,0.001,0.6,1000
131000,9.226256012,PF-5052,Pressure,0.14137271,62,95.48,0.000138,0.0111,0.0017,9.65,0.0001,0.000517,0.062,1643
131000,9.226256012,PF-5052,Pressure,0.139597342,61.2214,90.12161717,0.000138,0.0111,0.0017,9.65,0.0001,0.000517,0.062,1643
131000,9.226256012,PF-5052,Pressure,0.137969942,57,90.06,0.00013,0.0111,0.0017,9.65,0.0001,0.000517,0.062,1643
131000,9.226256012,PF-5052,Pressure,0.134130505,55.4138,84.36578943,0.00013,0.0111,0.0017,9.65,0.0001,0.000517,0.062,1643
131000,9.226256012,PF-5052,Pressure,0.134857838,54,88.02,0.000126,0.0111,0.0017,9.65,0.0001,0.000517,0.062,1643
131000,9.226256012,PF-5052,Pressure,0.130155795,52.1172,80.73403047,0.000126,0.0111,0.0017,9.65,0.0001,0.000517,0.062,1643
131000,9.226256012,PF-5052,Pressure,0.126925024,48,84,0.000119,0.0111,0.0017,9.65,0.0001,0.000517,0.062,1643
131000,9.226256012,PF-5052,Pressure,0.123786274,46.813,78.40546611,0.000119,0.0111,0.0017,9.65,0.0001,0.000517,0.062,1643
112234,8.240240895,Water,Pressure,0.00188,1.35342742,5.41006,0.000647917,0.03,0.00051,7,0.001963,0.0009,0.6,1000
112234,8.240240895,Water,Pressure,0.00188,1.268156898,5.21178,0.000607096,0.03,0.00051,7,0.001963,0.0009,0.6,1000
112234,8.240240895,Water,Pressure,0.00188,1.171176833,4.94624,0.00056067,0.03,0.00051,7,0.001963,0.0009,0.6,1000
112234,8.240240895,Water,Pressure,0.00188,1.105239981,4.58978,0.000529104,0.03,0.00051,7,0.001963,0.0009,0.6,1000
112234,8.240240895,Water,Pressure,0.00188,1.050612237,4.32323,0.000502953,0.03,0.00051,7,0.001963,0.0009,0.6,1000
112234,8.240240895,Water,Pressure,0.00188,1.020459095,3.92234,0.000488518,0.03,0.00051,7,0.001963,0.0009,0.6,1000
103421,8.197741506,PF-5052,Pressure,0.087139086,34.4493,76.7217858,0.0001244,0.01166,0.00119,9.65,0.0001,0.000517,0.062,1643
103421,8.197741506,PF-5052,Pressure,0.083773386,32.3999,72.88181316,0.0001217,0.01166,0.00119,9.65,0.0001,0.000517,0.062,1643
103421,8.197741506,PF-5052,Pressure,0.079961972,30.2397,68.22489098,0.000119,0.01166,0.00119,9.65,0.0001,0.000517,0.062,1643
100000,8.485281374,PF-5052,Pressure,0.14137271,61,105,0.000138,0.0111,0.0017,9.65,0.0001,0.000517,0.062,1643
100000,8.485281374,PF-5052,Pressure,0.139597342,60,101,0.000138,0.0111,0.0017,9.65,0.0001,0.000517,0.062,1643
41368.5,5.184713232,PF-5052,Pressure,0.036085813,12.5,50.53499013,0.000109,0.00943,0.00076,9.65,0.0001,0.000517,0.062,1643
41368.5,5.184713232,PF-5052,Pressure,0.034642381,12,45.60168908,0.000109,0.00943,0.00076,9.65,0.0001,0.000517,0.062,1643
2000000,49.6,Water,Pressure,0.00352,2.4112,7.421975,0.000685,0.4,0.006,7,0.000625,0.001,0.6,1000
2000000,49.6,Water,Pressure,0.00301,1.5652,7.2852,0.00052,0.3,0.006,7,0.000625,0.001,0.6,1000
2000000,49.6,Water,Pressure,0.0052,1.924,6.229566667,0.00037,0.1,0.006,7,0.000625,0.001,0.6,1000
2000000,49.6,Water,Pressure,0.00211,1.0972,5.577,0.00052,0.4,0.006,7,0.000625,0.001,0.6,1000
2000000,49.6,Water,Pressure,0.0033,1.32,5.288666667,0.0004,0.2,0.006,7,0.000625,0.001,0.6,1000
2000000,49.6,Water,Pressure,0.00201,0.804,4.122666667,0.0004,0.3,0.006,7,0.000625,0.001,0.6,1000
2000000,49.6,Water,Pressure,0.00151,0.604,3.213333333,0.0004,0.4,0.006,7,0.000625,0.001,0.6,1000
2000000,49.6,Water,Pressure,0.00184,0.6808,3.025366667,0.00037,0.2,0.006,7,0.000625,0.001,0.6,1000
2000000,49.6,Water,Pressure,0.00103,0.3811,2.068916667,0.00037,0.3,0.006,7,0.000625,0.001,0.6,1000
1000000,36.1,Water,Pressure,0.00355,1.55135,4.621275,0.000437,0.1,0.006,7,0.000625,0.001,0.6,1000
1000000,36.1,Water,Pressure,0.00123,0.76014,3.93769,0.000618,0.4,0.006,7,0.000625,0.001,0.6,1000
1000000,36.1,Water,Pressure,0.00225,1.12275,3.789073333,0.000499,0.2,0.006,7,0.000625,0.001,0.6,1000
1000000,36.1,Water,Pressure,0.00123,0.53751,2.811366667,0.000437,0.2,0.006,7,0.000625,0.001,0.6,1000
1000000,36.1,Water,Pressure,0.00125,0.62375,2.493336667,0.000499,0.3,0.006,7,0.000625,0.001,0.6,1000
1000000,36.1,Water,Pressure,0.00091,0.45409,2.21057,0.000499,0.4,0.006,7,0.000625,0.001,0.6,1000
1000000,36.1,Water,Pressure,0.00062,0.27094,2.070651667,0.000437,0.3,0.006,7,0.000625,0.001,0.6,1000
1000000,36.1,Water,Pressure,0.00044,0.19228,1.456666667,0.000437,0.4,0.006,7,0.000625,0.001,0.6,1000
500000,26.2,Water,Pressure,0.00157,1.6014,6.46,0.00102,0.3,0.006,7,0.000625,0.001,0.6,1000
500000,26.2,Water,Pressure,0.00157,2.1195,5.64075,0.00135,0.4,0.006,7,0.000625,0.001,0.6,1000
500000,26.2,Water,Pressure,0.00171,1.33551,5.338135,0.000781,0.2,0.006,7,0.000625,0.001,0.6,1000
500000,26.2,Water,Pressure,0.00251,1.60389,5.309025,0.000639,0.1,0.006,7,0.000625,0.001,0.6,1000
500000,26.2,Water,Pressure,0.001,1.02,4.08,0.00102,0.4,0.006,7,0.000625,0.001,0.6,1000
500000,26.2,Water,Pressure,0.001,0.781,3.560058333,0.000781,0.3,0.006,7,0.000625,0.001,0.6,1000
500000,26.2,Water,Pressure,0.00087,0.55593,2.465475,0.000639,0.2,0.006,7,0.000625,0.001,0.6,1000
500000,26.2,Water,Pressure,0.00061,0.47641,1.828841667,0.000781,0.4,0.006,7,0.000625,0.001,0.6,1000
500000,26.2,Water,Pressure,0.00045,0.28755,1.389825,0.000639,0.3,0.006,7,0.000625,0.001,0.6,1000
200000,17.2,Water,Pressure,0.00196,4.41,10.45875,0.00225,0.3,0.006,7,0.000625,0.001,0.6,1000
200000,17.2,Water,Pressure,0.0011,1.518,6.4952,0.00138,0.2,0.006,7,0.000625,0.001,0.6,1000
200000,17.2,Water,Pressure,0.00124,2.1328,5.936866667,0.00172,0.3,0.006,7,0.000625,0.001,0.6,1000
200000,17.2,Water,Pressure,0.00121,2.7225,5.0625,0.00225,0.4,0.006,7,0.000625,0.001,0.6,1000
200000,17.2,Water,Pressure,0.00215,1.935,4.353,0.0009,0.1,0.006,7,0.000625,0.001,0.6,1000
200000,17.2,Water,Pressure,0.0007,0.966,3.657,0.00138,0.3,0.006,7,0.000625,0.001,0.6,1000
200000,17.2,Water,Pressure,0.00082,1.4104,3.124666667,0.00172,0.4,0.006,7,0.000625,0.001,0.6,1000
200000,17.2,Water,Pressure,0.00085,0.765,3.0525,0.0009,0.2,0.006,7,0.000625,0.001,0.6,1000
200000,17.2,Water,Pressure,0.00045,0.621,2.5139,0.00138,0.4,0.006,7,0.000625,0.001,0.6,1000
200000,17.2,Water,Pressure,0.00044,0.396,2.2485,0.0009,0.3,0.006,7,0.000625,0.001,0.6,1000
200000,17.2,Water,Pressure,0.00033,0.297,1.5675,0.0009,0.4,0.006,7,0.000625,0.001,0.6,1000
